ref_Region;internalID;Label;Tipo;Cardinalidad;Rango;ref_Label;ref_START;START_ex;ref_END;END_ex;Nota;Fuente;Orden;Superior;Principal;Domain;rowID
NGR;Correo_5000168;Estafeta de correo de Sabanalarga;Estafeta de correo;Estafeta;4;Sabanalarga;1111;exact;9999;exact;;AGI_Correos;;Cartagena;Cartagena;Correo;814
NGR;Correo_5000173;Estafeta de correo de Morales;Estafeta de correo;Estafeta;4;Morales;1111;exact;9999;exact;;AGI_Correos;;Mompox;Cartagena;Correo;815
NGR;Correo_5000192;Estafeta de correo de Tado;Estafeta de correo;Estafeta;4;Tado;1111;;9999;;;AGI_Correos;;Cartago;Santa Fe;Correo;816
NGR;Correo_5000193;Estafeta de correo de Las Juntas;Estafeta de correo;Estafeta;4;Las Juntas;1111;;9999;;;AGI_Correos;;Cartago;Santa Fe;Correo;817
NGR;Correo_5000205;Estafeta de correo de Labranzagrande;Estafeta de correo;Estafeta;4;Labranzagrande;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;818
NGR;Correo_5000207;Estafeta de correo de Morcote;Estafeta de correo;Estafeta;4;Morcote;1111;;9999;;;AGI_Correos;;Pore;Santa Fe;Correo;819
NGR;Correo_5000207;Estafeta de correo de Morcote;Estafeta de correo;Estafeta;4;Morcote;1111;not_after;9999;not_after;;AGI_Correos;;Pore;Santa Fe;Correo;820
NGR;Correo_5000218;Estafeta de correo de San Jose de Nare;Estafeta de correo;Estafeta;4;San Jose de Nare;1111;not_after;9999;not_after;cuentas solo desde 1799;AGI_Correos;;Honda;Santa Fe;Correo;821
NGR;Correo_5000222;Estafeta de correo de San Luis;Estafeta de correo;Estafeta;4;San Luis;1111;;9999;not_after;;AGI_Correos;;Cartago;Santa Fe;Correo;822
NGR;Correo_5000223;Estafeta de correo de Chaparral;Estafeta de correo;Estafeta;4;Chaparral;1111;;9999;;;AGI_Correos;;Cartago;Santa Fe;Correo;823
NGR;Correo_5000224;Estafeta de correo de Guamo;Estafeta de correo;Estafeta;4;Guamo;1111;not_after;9999;not_after;;AGI_Correos;;Honda;Santa Fe;Correo;824
NGR;Correo_5000230;Estafeta de correo de Tocayma;Estafeta de correo;Estafeta;4;Tocayma;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;825
NGR;Correo_5000231;Estafeta de correo de Ambalema;Estafeta de correo;Estafeta;4;Ambalema;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;826
NGR;Correo_5000234;Estafeta de correo de Anapoyma;Estafeta de correo;Estafeta;4;Anapoyma;1111;not_after;9999;not_after;;AGI_Correos;;Honda;Santa Fe;Correo;827
NGR;Correo_5000239;Estafeta de correo de Coello;Estafeta de correo;Estafeta;4;Coello;1111;not_after;9999;not_after;;AGI_Correos;;Neiva;Santa Fe;Correo;828
NGR;Correo_5000240;Estafeta de correo de Espinal;Estafeta de correo;Estafeta;4;Espinal;1111;not_after;9999;not_after;;AGI_Correos;;Neiva;Santa Fe;Correo;829
NGR;Correo_5000242;Estafeta de correo de Guayabal;Estafeta de correo;Estafeta;4;Guayabal;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;830
NGR;Correo_5000242;Estafeta de correo de Mesa de Juan Diaz;Estafeta de correo;Estafeta;4;Mesa de Juan Diaz;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;831
NGR;Correo_5000244;Estafeta de correo de Coyayma;Estafeta de correo;Estafeta;4;Coyayma;1111;not_after;9999;not_after;;AGI_Correos;;Neiva;Santa Fe;Correo;832
NGR;Correo_5000251;Estafeta de correo de Aype;Estafeta de correo;Estafeta;4;Aype;1111;not_after;9999;not_after;;AGI_Correos;;Neiva;Santa Fe;Correo;833
NGR;Correo_5000259;Estafeta de correo de Ataco;Estafeta de correo;Estafeta;4;Ataco;1111;not_after;9999;not_after;;AGI_Correos;;Neiva;Santa Fe;Correo;834
NGR;Correo_5000260;Estafeta de correo de Prado;Estafeta de correo;Estafeta;4;Prado;1111;not_after;9999;not_after;;AGI_Correos;;Neiva;Santa Fe;Correo;835
NGR;Correo_5000262;Estafeta de correo de Gigante;Estafeta de correo;Estafeta;4;Gigante;1111;;9999;;;AGI_Correos;;Popayan;Santa Fe;Correo;836
NGR;Correo_5000266;Estafeta de correo de Pital;Estafeta de correo;Estafeta;4;Pital;1111;;9999;;;AGI_Correos;;Popayan;Santa Fe;Correo;837
NGR;Correo_5000268;Estafeta de correo de Bochalema;Estafeta de correo;Estafeta;4;Bochalema;1111;not_after;9999;not_after;;AGI_Correos;;Pamplona;Santa Fe;Correo;838
NGR;Correo_5000269;Estafeta de correo de San Faustino;Estafeta de correo;Estafeta;4;San Faustino;1111;not_after;9999;not_after;;AGI_Correos;;Santa Fe;Santa Fe;Correo;839
NGR;Correo_5000270;Estafeta de correo de Pie de la Cuesta;Estafeta de correo;Estafeta;4;Pie de la Cuesta;1111;;9999;;;AGI_Correos;;Socorro;Santa Fe;Correo;840
NGR;Correo_5000271;Estafeta de correo de Bucaramanga;Estafeta de correo;Estafeta;4;Bucaramanga;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;841
NGR;Correo_5000276;Estafeta de correo de Cacota de Surata;Estafeta de correo;Estafeta;4;Cacota de Surata;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;842
NGR;Correo_5000285;Estafeta de correo de San Cayetano;Estafeta de correo;Estafeta;4;San Cayetano;1111;;9999;;;AGI_Correos;;Rosario Cucuta;Santa Fe;Correo;843
NGR;Correo_5000285;Estafeta de correo de San Cayetano;Estafeta de correo;Estafeta;4;San Cayetano;1111;;9999;;;AGI_Correos;;Rosario Cucuta;Santa Fe;Correo;844
NGR;Correo_5000288;Estafeta de correo de Anton;Estafeta de correo;Estafeta;4;Anton;1111;ca;9999;ca;;AGI_Correos;;Panama;Cartagena;Correo;845
NGR;Correo_5000289;Estafeta de correo de Santa María;Estafeta de correo;Estafeta;4;Santa María;1111;exact;9999;exact;;AGI_Correos;;Panama;Cartagena;Correo;846
NGR;Correo_5000291;Estafeta de correo de Penonome;Estafeta de correo;Estafeta;4;Penonome;1111;ca;9999;ca;;AGI_Correos;;Panama;Cartagena;Correo;847
NGR;Correo_5000293;Estafeta de correo de La Chorrera;Estafeta de correo;Estafeta;4;La Chorrera;1111;ca;9999;ca;;AGI_Correos;;Panama;Cartagena;Correo;848
NGR;Correo_5000299;Estafeta de correo de Arraijan;Estafeta de correo;Estafeta;4;Arraijan;1111;exact;9999;exact;;AGI_Correos;;Panama;Cartagena;Correo;849
NGR;Correo_5000303;Estafeta de correo de Capira;Estafeta de correo;Estafeta;4;Capira;1111;exact;9999;exact;;AGI_Correos;;Panama;Cartagena;Correo;850
NGR;Correo_5000304;Estafeta de correo de Chame;Estafeta de correo;Estafeta;4;Chame;1111;exact;9999;exact;;AGI_Correos;;Panama;Cartagena;Correo;851
NGR;Correo_5000305;Estafeta de correo de San Carlos;Estafeta de correo;Estafeta;4;San Carlos;1111;ca;9999;ca;;AGI_Correos;;Panama;Cartagena;Correo;852
NGR;Correo_5000308;Estafeta de correo de Los Santos;Estafeta de correo;Estafeta;4;Los Santos;1111;exact;9999;exact;;AGI_Correos;;Panama;Cartagena;Correo;853
NGR;Correo_5000310;Estafeta de correo de Parita;Estafeta de correo;Estafeta;4;Parita;1111;exact;9999;exact;;AGI_Correos;;Panama;Cartagena;Correo;854
NGR;Correo_5000313;Estafeta de correo de Las Tablas;Estafeta de correo;Estafeta;4;Las Tablas;1111;exact;9999;exact;;AGI_Correos;;Panama;Cartagena;Correo;855
NGR;Correo_5000342;Estafeta de correo de Villeta;Estafeta de correo;Estafeta;4;Villeta;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;856
NGR;Correo_5000353;Estafeta de correo de Facatativa;Estafeta de correo;Estafeta;4;Facatativa;1111;not_after;9999;not_after;;AGI_Correos;;Honda;Santa Fe;Correo;857
NGR;Correo_5000374;Estafeta de correo de Puerto Real;Estafeta de correo;Estafeta;4;Puerto Real;1111;;9999;;No hay cuentas;AGI_Correos;;Mompox;Cartagena;Correo;858
NGR;Correo_5000391;Estafeta de correo de Chiriguana;Estafeta de correo;Estafeta;4;Chiriguana;1111;exact;9999;exact;;AGI_Correos;;Mompox;Cartagena;Correo;859
NGR;Correo_5000402;Estafeta de correo de Barrancas;Estafeta de correo;Estafeta;4;Barrancas;1111;exact;9999;exact;;AGI_Correos;;Santa Marta;Cartagena;Correo;860
NGR;Correo_5000410;Estafeta de correo de Fonseca;Estafeta de correo;Estafeta;4;Fonseca;1111;exact;9999;exact;;AGI_Correos;;Santa Marta;Cartagena;Correo;861
NGR;Correo_5000421;Estafeta de correo de Barichara;Estafeta de correo;Estafeta;4;Barichara;1111;;9999;;;AGI_Correos;;Socorro;Santa Fe;Correo;862
NGR;Correo_5000429;Estafeta de correo de Charala;Estafeta de correo;Estafeta;4;Charala;1111;;9999;;;AGI_Correos;;Socorro;Santa Fe;Correo;863
NGR;Correo_5000431;Estafeta de correo de Oyba;Estafeta de correo;Estafeta;4;Oyba;1111;;9999;;;AGI_Correos;;Socorro;Santa Fe;Correo;864
NGR;Correo_5000436;Estafeta de correo de Paramo;Estafeta de correo;Estafeta;4;Paramo;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;865
NGR;Correo_5000437;Estafeta de correo de Puente Real;Estafeta de correo;Estafeta;4;Puente Real;1111;;9999;;;AGI_Correos;;Socorro;Santa Fe;Correo;866
NGR;Correo_5000446;Estafeta de correo de Guadalupe;Estafeta de correo;Estafeta;4;Guadalupe;1111;;9999;;;AGI_Correos;;Socorro;Santa Fe;Correo;867
NGR;Correo_5000462;Estafeta de correo de Cocuy;Estafeta de correo;Estafeta;4;Cocuy;1111;;9999;;;AGI_Correos;;Tunja;Santa Fe;Correo;868
NGR;Correo_5000503;Estafeta de correo de Chiquinquira;Estafeta de correo;Estafeta;4;Chiquinquira;1111;;9999;;;AGI_Correos;;Socorro;Santa Fe;Correo;869
NGR;Correo_5000507;Estafeta de correo de Santa Rosa;Estafeta de correo;Estafeta;4;Santa Rosa;1111;;9999;;;AGI_Correos;;Tunja;Santa Fe;Correo;870
NGR;Correo_5000508;Estafeta de correo de Serinza;Estafeta de correo;Estafeta;4;Serinza;1111;;9999;;;AGI_Correos;;Tunja;Santa Fe;Correo;871
NGR;Correo_5000509;Estafeta de correo de Sativa;Estafeta de correo;Estafeta;4;Sativa;1111;;9999;;;AGI_Correos;;Tunja;Santa Fe;Correo;872
NGR;Correo_5000510;Estafeta de correo de Suata;Estafeta de correo;Estafeta;4;Suata;1111;;9999;;;AGI_Correos;;Tunja;Santa Fe;Correo;873
NGR;Correo_5000515;Estafeta de correo de Tequia;Estafeta de correo;Estafeta;4;Tequia;1111;;9999;;;AGI_Correos;;Tunja;Santa Fe;Correo;874
NGR;Correo_5000533;Estafeta de correo de Guateque;Estafeta de correo;Estafeta;4;Guateque;1111;not_after;9999;not_after;;AGI_Correos;;Tunja;Santa Fe;Correo;875
NGR;Correo_5000709;Estafeta de correo de Villavieja;Estafeta de correo;Estafeta;4;Villavieja;1111;not_after;9999;not_after;;AGI_Correos;;Neiva;Santa Fe;Correo;876
NGR;Correo_5000784;Estafeta de correo de Rosario Cucuta;Estafeta de correo;Estafeta principal;3;Rosario Cucuta;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;877
QUI;Correo_5600001;Administración de correo de Quito;Administración de correo;Subprincipal;2;Quito;1111;;9999;;;AGI_Correos;;Cartagena;Cartagena;Correo;878
QUI;Correo_5600001;Administración de correo de Quito;Administración de correo;Subprincipal;2;Quito;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;879
QUI;Correo_5600002;Estafeta de correo de Cuenca;Estafeta de correo;Estafeta principal;3;Cuenca;1111;;9999;;;AGI_Correos;;Quito;Lima;Correo;880
QUI;Correo_5600003;Administración de correo de Guayaquil;Administración de correo;Subprincipal;2;Guayaquil;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;881
QUI;Correo_5600005;Administración de correo de Popayan;Administración de correo;Subprincipal;2;Popayan;1111;;9999;;;AGI_Correos;;Quito;Lima;Correo;882
QUI;Correo_5600005;Administración de correo de Popayan;Administración de correo;Subprincipal;2;Popayan;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;883
QUI;Correo_5600008;Estafeta de correo de Ibarra;Estafeta de correo;Estafeta;4;Ibarra;1111;;9999;;;AGI_Correos;;Quito;Lima;Correo;884
QUI;Correo_5600009;Estafeta de correo de Otavalo;Estafeta de correo;Estafeta;4;Otavalo;1111;not_after;9999;not_after;;AGI_Correos;;Quito;Lima;Correo;885
QUI;Correo_5600010;Estafeta de correo de Latacunga;Estafeta de correo;Estafeta;4;Latacunga;1111;;9999;;;AGI_Correos;;Quito;Lima;Correo;886
QUI;Correo_5600011;Estafeta de correo de Guaranda;Estafeta de correo;Estafeta;4;Guaranda;1111;;9999;;;AGI_Correos;;Quito;Lima;Correo;887
QUI;Correo_5600012;Estafeta de correo de Loja;Estafeta de correo;Estafeta;4;Loja;1111;;9999;;;AGI_Correos;;Cuenca;Lima;Correo;888
QUI;Correo_5600014;Estafeta de correo de Riobamba;Estafeta de correo;Estafeta;4;Riobamba;1111;;9999;;;AGI_Correos;;Quito;Lima;Correo;889
QUI;Correo_5600022;Estafeta de correo de Babahoyo;Estafeta de correo;Estafeta;4;Babahoyo;1111;;9999;;;AGI_Correos;;Guayaquil;Lima;Correo;890
QUI;Correo_5600025;Estafeta de correo de Naranjal;Estafeta de correo;Estafeta;4;Naranjal;1111;;9999;;;AGI_Correos;;Guayaquil;Lima;Correo;891
QUI;Correo_5600028;Estafeta de correo de Portoviejo;Estafeta de correo;Estafeta;4;Portoviejo;1111;;9999;;;AGI_Correos;;Guayaquil;Lima;Correo;892
QUI;Correo_5600031;Estafeta de correo de Almaguer;Estafeta de correo;Estafeta;4;Almaguer;1111;;9999;;;AGI_Correos;;Popayan;Santa Fe;Correo;893
QUI;Correo_5600032;Estafeta de correo de Buga;Estafeta de correo;Estafeta;4;Buga;1111;;9999;;;AGI_Correos;;Popayan;Lima;Correo;894
QUI;Correo_5600032;Estafeta de correo de Buga;Estafeta de correo;Estafeta;4;Buga;1111;;9999;;Según Pando ya 1774;AGI_Correos;;Popayan;Santa Fe;Correo;895
QUI;Correo_5600033;Estafeta de correo de Cali;Estafeta de correo;Estafeta;4;Cali;1111;;9999;;;AGI_Correos;;Popayan;Lima;Correo;896
QUI;Correo_5600033;Estafeta de correo de Cali;Estafeta de correo;Estafeta;4;Cali;1111;;9999;;Según Pando ya 1774;AGI_Correos;;Popayan;Santa Fe;Correo;897
NGR;Correo_5600036;Estafeta de correo de Anserma;Estafeta de correo;Estafeta;4;Anserma;1111;;9999;;;AGI_Correos;;Cartago;Santa Fe;Correo;898
NGR;Correo_5600037;Administración de correo de Cartago;Administración de correo;Subprincipal;2;Cartago;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;899
NGR;Correo_5600040;Estafeta de correo de Toro;Estafeta de correo;Estafeta;4;Toro;1111;;9999;;;AGI_Correos;;Cartago;Santa Fe;Correo;900
QUI;Correo_5600042;Estafeta de correo de Pasto;Estafeta de correo;Estafeta;4;Pasto;1111;;9999;;;AGI_Correos;;Quito;Lima;Correo;901
QUI;Correo_5600044;Estafeta de correo de Alausi;Estafeta de correo;Estafeta;4;Alausi;1111;;9999;;;AGI_Correos;;Quito;Lima;Correo;902
QUI;Correo_5600046;Estafeta de correo de Macas;Estafeta de correo;Estafeta;4;Macas;1111;;9999;;;AGI_Correos;;Quito;Lima;Correo;903
QUI;Correo_5600050;Estafeta de correo de Barbacoas;Estafeta de correo;Estafeta;4;Barbacoas;1111;;9999;;pocas cuentas;AGI_Correos;;Pasto;Lima;Correo;904
QUI;Correo_5600051;Estafeta de correo de Caloto;Estafeta de correo;Estafeta;4;Caloto;1111;;9999;;reaparece solo 1794 en las cuentas de Santa Fe;AGI_Correos;;Popayan;Lima;Correo;905
QUI;Correo_5600051;Estafeta de correo de Caloto;Estafeta de correo;Estafeta;4;Caloto;1111;;9999;;Según Pando ya 1774;reaparece solo 1794 en las cuentas de Santa Fe;AGI_Correos;Popayan;Santa Fe;Correo;906
QUI;Correo_5600082;Estafeta de correo de Cañar;Estafeta de correo;Estafeta;4;Cañar;1111;not_after;9999;not_after;;AGI_Correos;;Quito;Lima;Correo;907
QUI;Correo_5600087;Estafeta de correo de Gualaseo;Estafeta de correo;Estafeta;4;Gualaseo;1111;not_after;9999;not_after;;AGI_Correos;;Quito;Lima;Correo;908
QUI;Correo_5600160;Estafeta de correo de Mercaderes;Estafeta de correo;Estafeta;4;Mercaderes;1111;;9999;;;AGI_Correos;;Popayan;Santa Fe;Correo;909
QUI;Correo_5600164;Estafeta de correo de Quilichao;Estafeta de correo;Estafeta;4;Quilichao;1111;;9999;;Según Pando ya 1774;AGI_Correos;;Popayan;Lima;Correo;910
QUI;Correo_5600164;Estafeta de correo de Quilichao;Estafeta de correo;Estafeta;4;Quilichao;1111;;9999;;;AGI_Correos;;Popayan;Santa Fe;Correo;911
NGR;Correo_5600169;Estafeta de correo de Supia;Estafeta de correo;Estafeta;4;Supia;1111;;9999;;;AGI_Correos;;Cartago;Santa Fe;Correo;912
QUI;Correo_5600188;Estafeta de correo de Tuquerres;Estafeta de correo;Estafeta;4;Tuquerres;1111;;9999;;;AGI_Correos;;Pasto;Lima;Correo;913
QUI;Correo_5600237;Estafeta de correo de Ambato;Estafeta de correo;Estafeta;4;Ambato;1111;;9999;;;AGI_Correos;;Quito;Lima;Correo;914
QUI;Correo_5600254;Estafeta de correo de Guano;Estafeta de correo;Estafeta;4;Guano;1111;;9999;;;AGI_Correos;;Quito;Lima;Correo;915
QUI;Correo_5600271;Estafeta de correo de Tulua;Estafeta de correo;Estafeta;4;Tulua;1111;;9999;;;AGI_Correos;;Popayan;Lima;Correo;916
QUI;Correo_5600271;Estafeta de correo de Tulua;Estafeta de correo;Estafeta;4;Tulua;1111;;9999;;;AGI_Correos;;Popayan;Santa Fe;Correo;917
QUI;Correo_5600433;Estafeta de correo de Tulcan;Estafeta de correo;Estafeta;4;Tulcan;1111;not_after;9999;not_after;;AGI_Correos;;Quito;Lima;Correo;918
QUI;Correo_5600505;Estafeta de correo de Roldanillo;Estafeta de correo;Estafeta;4;Roldanillo;1111;;9999;;reaparece solo 1794 en las cuentas de Santa Fe;AGI_Correos;;Popayan;Lima;Correo;919
QUI;Correo_5600505;Estafeta de correo de Roldanillo;Estafeta de correo;Estafeta;4;Roldanillo;1111;;9999;;reaparece solo 1794 en las cuentas de Santa Fe;AGI_Correos;;Popayan;Santa Fe;Correo;920
QUI;Correo_5600720;Estafeta de correo de Llano Grande;Estafeta de correo;Estafeta;4;Llano Grande;1111;;9999;;;AGI_Correos;;Popayan;Lima;Correo;921
QUI;Correo_5600720;Estafeta de correo de Llano Grande;Estafeta de correo;Estafeta;4;Llano Grande;1111;;9999;;;AGI_Correos;;Popayan;Santa Fe;Correo;922
QUI;Correo_5600762;Estafeta de correo de San Pablo;Estafeta de correo;Estafeta;4;San Pablo;1111;;9999;;;AGI_Correos;;Popayan;Santa Fe;Correo;923
PER;Correo_6000001;Administración de correo de Lima;Administración de correo;Subprincipal;2;Lima;1111;;9999;;;AGI_Correos;;;;Correo;924
PER;Correo_6000002;Administración de correo de Cuzco;Administración de correo;Subprincipal;2;Cuzco;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;925
PER;Correo_6000002;Estafeta de correo de Cuzco;Estafeta de correo;Estafeta;4;Cuzco;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;926
PER;Correo_6000003;Estafeta de correo de Trujillo;Estafeta de correo;Estafeta;4;Trujillo;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;927
PER;Correo_6000004;Estafeta de correo de Tarma;Estafeta de correo;Estafeta;4;Tarma;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;928
PER;Correo_6000005;Estafeta de correo de Huancavelica;Estafeta de correo;Estafeta;4;Huancavelica;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;929
PER;Correo_6000006;Estafeta de correo de Huamanga;Estafeta de correo;Estafeta;4;Huamanga;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;930
PER;Correo_6000007;Administración de correo de Arequipa;Administración de correo;Subprincipal;2;Arequipa;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;931
PER;Correo_6000008;Estafeta de correo de Callao;Estafeta de correo;Estafeta;4;Callao;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;932
PER;Correo_6000021;Estafeta de correo de Arica;Estafeta de correo;Estafeta;4;Arica;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;933
PER;Correo_6000026;Estafeta de correo de Tacna;Estafeta de correo;Estafeta;4;Tacna;1111;;9999;;;AGI_Correos;;Arequipa;Lima;Correo;934
PER;Correo_6000055;Estafeta de correo de Camana;Estafeta de correo;Estafeta;4;Camana;1111;;9999;;;AGI_Correos;;Ica;Lima;Correo;935
PER;Correo_6000057;Estafeta de correo de Acari;Estafeta de correo;Estafeta;4;Acari;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;936
PER;Correo_6000060;Estafeta de correo de Chala;Estafeta de correo;Estafeta;4;Chala;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;937
PER;Correo_6000062;Estafeta de correo de Ocoña;Estafeta de correo;Estafeta;4;Ocoña;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;938
PER;Correo_6000063;Estafeta de correo de Atico;Estafeta de correo;Estafeta;4;Atico;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;939
PER;Correo_6000070;Estafeta de correo de Caylloma;Estafeta de correo;Estafeta;4;Caylloma;1111;;9999;;;AGI_Correos;;Arequipa;Lima;Correo;940
PER;Correo_6000095;Estafeta de correo de Chuquibamba;Estafeta de correo;Estafeta;4;Chuquibamba;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;941
PER;Correo_6000122;Estafeta de correo de Moquegua;Estafeta de correo;Estafeta;4;Moquegua;1111;;9999;;;AGI_Correos;;Arequipa;Lima;Correo;942
PER;Correo_6000135;Estafeta de correo de Tarapaca;Estafeta de correo;Estafeta;4;Tarapaca;1111;;9999;;;AGI_Correos;;Arequipa;Lima;Correo;943
PER;Correo_6000158;Estafeta de correo de Abancay;Estafeta de correo;Estafeta;4;Abancay;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;944
PER;Correo_6000246;Estafeta de correo de Velille;Estafeta de correo;Estafeta;4;Velille;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;945
PER;Correo_6000285;Estafeta de correo de Paruro;Estafeta de correo;Estafeta;4;Paruro;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;946
PER;Correo_6000365;Estafeta de correo de Sicuani;Estafeta de correo;Estafeta;4;Sicuani;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;947
PER;Correo_6000395;Estafeta de correo de Andahuaylas;Estafeta de correo;Estafeta;4;Andahuaylas;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;948
PER;Correo_6000468;Estafeta de correo de Huanta;Estafeta de correo;Estafeta;4;Huanta;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;949
PER;Correo_6000695;Estafeta de correo de Cañete;Estafeta de correo;Estafeta;4;Cañete;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;950
PER;Correo_6000698;Estafeta de correo de Chincha;Estafeta de correo;Estafeta;4;Chincha;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;951
PER;Correo_6000769;Estafeta de correo de Chancay;Estafeta de correo;Estafeta;4;Chancay;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;952
PER;Correo_6000771;Estafeta de correo de Barranca;Estafeta de correo;Estafeta;4;Barranca;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;953
PER;Correo_6000773;Estafeta de correo de Huaura;Estafeta de correo;Estafeta;4;Huaura;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;954
