citlist;Cita_completa;ftid;FuenteID;tipo;Nombre;Apellido;Autores_adicionales;Titulo;en_;Vols;Lugar;Año;Año original;Signatura;Archivo;URL;Nota;flag;tiempo;template;wikiincluded
Literatura;Christiana Borchart de Moreno, El corregimiento de Otavalo: Territorio, población y producción textil (1535-1808) (Quito 2009);62;borchart-2;Monografía;Christiana;Borchart de Moreno;;El corregimiento de Otavalo: Territorio, población y producción textil (1535-1808);;;Quito;2009;;;;;;matched;1535-1808;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : borchart-2@Nombre : Christiana@Apellido : Borchart de Moreno@Autores adicionales : @Titulo : El corregimiento de Otavalo: Territorio, población y producción textil (1535-1808)@en : @Vols : @Lugar : Quito@Año : 2009@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Christiana Borchart de Moreno, El corregimiento de Otavalo: Territorio, población y producción textil (1535-1808) (Quito 2009)@----;yes
Impreso;Fernando Borrero, Descripción de las provincias del Río de la Plata (1911);962;borrero-provincias;Impreso;Fernando;Borrero;;Descripción de las provincias del Río de la Plata;;;;1911;1783-1801;bdh0000084380;Biblioteca Nacional de España;http://bdh-rd.bne.es/;;matched;;---- dataentry fuente ----@tipo-publicacion : Impreso@FuenteID : borrero-provincias@Nombre : Fernando@Apellido : Borrero@Autores adicionales : @Titulo : Descripción de las provincias del Río de la Plata@en : @Vols : @Lugar : @Año : 1911@Original : 1783-1801@Vols : @Archivo : Biblioteca Nacional de España@Signatura : bdh0000084380@URL : http://bdh-rd.bne.es/@Cita completa : Fernando Borrero, Descripción de las provincias del Río de la Plata (1911)@----;yes
Literatura;María del Valle Borrero Silva, Fundación y primeros años de la gobernación de Sonora y Sinaloa. 1732-1750 (Hermosillo 2004);84;borrero-silva;Monografía;María del Valle;Borrero Silva;;Fundación y primeros años de la gobernación de Sonora y Sinaloa. 1732-1750;;;Hermosillo;2004;;;;;;matched;1732-1750;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : borrero-silva@Nombre : María del Valle@Apellido : Borrero Silva@Autores adicionales : @Titulo : Fundación y primeros años de la gobernación de Sonora y Sinaloa. 1732-1750@en : @Vols : @Lugar : Hermosillo@Año : 2004@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : María del Valle Borrero Silva, Fundación y primeros años de la gobernación de Sonora y Sinaloa. 1732-1750 (Hermosillo 2004)@----;yes
Literatura;"María del Valle Borrero Silva, 'Las alcaldías mayores en la provincia de Sonora 1700-1732', en: Memoria del XVIII Simposio de Historia y Antropología, Volumen 1_x000d_
pp.77-90,1994 (1994)";1127;borrero-silva-2;Artículo;María del Valle;Borrero Silva;;Las alcaldías mayores en la provincia de Sonora 1700-1732;"Memoria del XVIII Simposio de Historia y Antropología, Volumen.1,_x000d_
pp.77-90,1994";;;1994;;;;;;matched;1700-1732;"---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : borrero-silva-2@Nombre : María del Valle@Apellido : Borrero Silva@Autores adicionales : @Titulo : Las alcaldías mayores en la provincia de Sonora 1700-1732@en : Memoria del XVIII Simposio de Historia y Antropología, Volumen.1,_x000d_
pp.77-90,1994@Vols : @Lugar : @Año : 1994@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : María del Valle Borrero Silva, 'Las alcaldías mayores en la provincia de Sonora 1700-1732', en: Memoria del XVIII Simposio de Historia y Antropología, Volumen 1_x000d_
pp.77-90,1994 (1994)@----";yes
;"William Boyer, NUESTRA SENORA DEL ROSARIO DE LA PUNTA: LIFEWAYS OF AN_x000d_
EIGHTEENTH-CENTURY COLONIAL SPANISH_x000d_
REFUGEE MISSION COMMUNITY, ST. AUGUSTINE, FLORIDA";1551;boyer;;;;;;;;;;;;;;;;;"---- dataentry fuente ----@tipo-publicacion : @FuenteID : boyer@Nombre : @Apellido : @Autores adicionales : @Titulo : @en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : William Boyer, NUESTRA SENORA DEL ROSARIO DE LA PUNTA: LIFEWAYS OF AN_x000d_
EIGHTEENTH-CENTURY COLONIAL SPANISH_x000d_
REFUGEE MISSION COMMUNITY, ST. AUGUSTINE, FLORIDA@----";
No; 'Biblioteca Virtual del Patrimonio Bibliográfico', en: http://bvpb.mcu.es/es/estaticos/contenido.cmd?pagina=estaticos/presentacion;85;bpbv;Online;;NN.;;Biblioteca Virtual del Patrimonio Bibliográfico;;;;;;;;http://bvpb.mcu.es/es/estaticos/contenido.cmd?pagina=estaticos/presentacion;;;;---- dataentry fuente ----@tipo-publicacion : Online@FuenteID : bpbv@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Biblioteca Virtual del Patrimonio Bibliográfico@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : http://bvpb.mcu.es/es/estaticos/contenido.cmd?pagina=estaticos/presentacion@Cita completa :  'Biblioteca Virtual del Patrimonio Bibliográfico', en: http://bvpb.mcu.es/es/estaticos/contenido.cmd?pagina=estaticos/presentacion@----;yes
Catalogos; 'Biblioteca pública del estado de Jalisco. Registro de Archivo Civil, Real Audiencia', en: http://www.bpej.udg.mx/;86;bpej;Catálogo;;NN.;;Biblioteca pública del estado de Jalisco. Registro de Archivo Civil, Real Audiencia;;;;;;;;http://www.bpej.udg.mx/;;;;---- dataentry fuente ----@tipo-publicacion : Catálogo@FuenteID : bpej@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Biblioteca pública del estado de Jalisco. Registro de Archivo Civil, Real Audiencia@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : http://www.bpej.udg.mx/@Cita completa :  'Biblioteca pública del estado de Jalisco. Registro de Archivo Civil, Real Audiencia', en: http://www.bpej.udg.mx/@----;yes
Mapas;Juan López, 'Mapa geográfico del Gobierno de la Nueva Granada o Nuevo México con las provincias de Nabajo y Moqui', en: Real Academia de Historia, C-III a 12 (Mapa, 1795);1162;bpev-nuevo-mexico;Mapa;Juan;López;;Mapa geográfico del Gobierno de la Nueva Granada o Nuevo México con las provincias de Nabajo y Moqui;;;;1795;;C-III a 12;Real Academia de Historia;https://bvpb.mcu.es;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : bpev-nuevo-mexico@Nombre : Juan@Apellido : López@Autores adicionales : @Titulo : Mapa geográfico del Gobierno de la Nueva Granada o Nuevo México con las provincias de Nabajo y Moqui@en : @Vols : @Lugar : @Año : 1795@Original : @Vols : @Archivo : Real Academia de Historia@Signatura : C-III a 12@URL : https://bvpb.mcu.es@Cita completa : Juan López, 'Mapa geográfico del Gobierno de la Nueva Granada o Nuevo México con las provincias de Nabajo y Moqui', en: Real Academia de Historia, C-III a 12 (Mapa, 1795)@----;yes
Literatura;Diego Bracco, 'Charrúas y aculturación: la primera década en Concepción de Cayastá (1750-1760)', en: Revista TEFROS 14, 1 (2016), pp. 6-52;868;bracco;Artículo;Diego;Bracco;;Charrúas y aculturación: la primera década en Concepción de Cayastá (1750-1760);Revista TEFROS, Vol. 14, Nº 1, 2016, pp. 6-52;;;2006;;;;;;;1750-1760;---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : bracco@Nombre : Diego@Apellido : Bracco@Autores adicionales : @Titulo : Charrúas y aculturación: la primera década en Concepción de Cayastá (1750-1760)@en : Revista TEFROS, Vol. 14, Nº 1, 2016, pp. 6-52@Vols : @Lugar : @Año : 2006@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Diego Bracco, 'Charrúas y aculturación: la primera década en Concepción de Cayastá (1750-1760)', en: Revista TEFROS 14, 1 (2016), pp. 6-52@----;yes
Impreso;Friedrich-Alexander Bran, Ethnographisches Archiv, Band 37 (Jena 1828);87;bran;Impreso;Friedrich-Alexander;Bran;;Ethnographisches Archiv, Band 37;;;Jena;1828;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Impreso@FuenteID : bran@Nombre : Friedrich-Alexander@Apellido : Bran@Autores adicionales : @Titulo : Ethnographisches Archiv, Band 37@en : @Vols : @Lugar : Jena@Año : 1828@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Friedrich-Alexander Bran, Ethnographisches Archiv, Band 37 (Jena 1828)@----;yes
Literatura;José Brunet, 'Los mercedarios en los pueblos de misiones guaraníes después de la expulsión de los jesuitas (1768-1816)', en: Estudios (Madrid) 32 (1976), pp. 369-390;864;brunet;Artículo;José;Brunet;;Los mercedarios en los pueblos de misiones guaraníes después de la expulsión de los jesuitas (1768-1816);Estudios (Madrid) 32, 369-390;;;1976;;;;;;;1768-1816;---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : brunet@Nombre : José@Apellido : Brunet@Autores adicionales : @Titulo : Los mercedarios en los pueblos de misiones guaraníes después de la expulsión de los jesuitas (1768-1816)@en : Estudios (Madrid) 32, 369-390@Vols : @Lugar : @Año : 1976@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : José Brunet, 'Los mercedarios en los pueblos de misiones guaraníes después de la expulsión de los jesuitas (1768-1816)', en: Estudios (Madrid) 32 (1976), pp. 369-390@----;yes
Edicion;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776);88;bueno;Edición;Cosme;Bueno;;Descripción del virreynato del Perú;;;Lima;1764-1776;;;;;;matched;;---- dataentry fuente ----@tipo-publicacion : Edición@FuenteID : bueno@Nombre : Cosme@Apellido : Bueno@Autores adicionales : @Titulo : Descripción del virreynato del Perú@en : @Vols : @Lugar : Lima@Año : 1764-1776@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)@----;yes
Edicion;Javier Ortiz de la Tabla Ducasse, Cartas de cabildos hispanoamericanos: Santa Fe de Bogotá (siglos XVI-XIX) (Madrid 1996);89;cabildos-santafe-1;Edición;Javier;Ortiz de la Tabla Ducasse;;Cartas de cabildos hispanoamericanos: Santa Fe de Bogotá (siglos XVI-XIX);;;Madrid;1996;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Edición@FuenteID : cabildos-santafe-1@Nombre : Javier@Apellido : Ortiz de la Tabla Ducasse@Autores adicionales : @Titulo : Cartas de cabildos hispanoamericanos: Santa Fe de Bogotá (siglos XVI-XIX)@en : @Vols : @Lugar : Madrid@Año : 1996@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Javier Ortiz de la Tabla Ducasse, Cartas de cabildos hispanoamericanos: Santa Fe de Bogotá (siglos XVI-XIX) (Madrid 1996)@----;yes
;;1566;cafayate;;;;;;;;;;;;;https://www.edisalta.ar/libros/cafayate.htm;;;;;
Literatura;David Cahill, 'First among Incas: the Marquesado de Santiago de Oropesa litigation (1741-1780)', en: Jahrbuch für Geschichte Lateinamerikas 41 (2004), pp.137-166;90;cahill;Artículo;David;Cahill;;First among Incas: the Marquesado de Santiago de Oropesa litigation (1741-1780);Jahrbuch für Geschichte Lateinamerikas 41;;;2004;;;;;;;1741-1780;---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : cahill@Nombre : David@Apellido : Cahill@Autores adicionales : @Titulo : First among Incas: the Marquesado de Santiago de Oropesa litigation (1741-1780)@en : Jahrbuch für Geschichte Lateinamerikas 41@Vols : @Lugar : @Año : 2004@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : David Cahill, 'First among Incas: the Marquesado de Santiago de Oropesa litigation (1741-1780)', en: Jahrbuch für Geschichte Lateinamerikas 41 (2004), pp.137-166@----;yes
Literatura;Félix María Calleja, 'Diario de campaña del capitán Félix María Calleja desde su salida de la ciudad de México hasta la frontera de Colotlán', en: Historias 45 (2000), pp. 117-136;92;calleja;Artículo;Félix María;Calleja;;Diario de campaña del capitán Félix María Calleja desde su salida de la ciudad de México hasta la frontera de Colotlán;Historias 45;;;2000;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : calleja@Nombre : Félix María@Apellido : Calleja@Autores adicionales : @Titulo : Diario de campaña del capitán Félix María Calleja desde su salida de la ciudad de México hasta la frontera de Colotlán@en : Historias 45@Vols : @Lugar : @Año : 2000@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Félix María Calleja, 'Diario de campaña del capitán Félix María Calleja desde su salida de la ciudad de México hasta la frontera de Colotlán', en: Historias 45 (2000), pp. 117-136@----;yes
Online;Félix Calleja, '1795 Informe sobre la colonia del Nuevo Santander y Nuevo Reino de León. Félix Calleja', en: https://www.memoriapoliticademexico.org/Textos/1Independencia/1795-CRF-INF.html;91;calleja-santander;Online;Félix;Calleja;;1795 Informe sobre la colonia del Nuevo Santander y Nuevo Reino de León. Félix Calleja;;;;;;;;https://www.memoriapoliticademexico.org/Textos/1Independencia/1795-CRF-INF.html;;;;---- dataentry fuente ----@tipo-publicacion : Online@FuenteID : calleja-santander@Nombre : Félix@Apellido : Calleja@Autores adicionales : @Titulo : 1795 Informe sobre la colonia del Nuevo Santander y Nuevo Reino de León. Félix Calleja@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : https://www.memoriapoliticademexico.org/Textos/1Independencia/1795-CRF-INF.html@Cita completa : Félix Calleja, '1795 Informe sobre la colonia del Nuevo Santander y Nuevo Reino de León. Félix Calleja', en: https://www.memoriapoliticademexico.org/Textos/1Independencia/1795-CRF-INF.html@----;yes
Literatura;Hortencia Camacho Cervantes, Fundaciones y asentamientos en Nuevo León, siglos XVIII y XIX. Cuatro villas en el Norte (Zuazua 1991);93;camacho;Monografía;Hortencia;Camacho Cervantes;;Fundaciones y asentamientos en Nuevo León, siglos XVIII y XIX. Cuatro villas en el Norte;;;Zuazua;1991;;;;;;;1700-1900;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : camacho@Nombre : Hortencia@Apellido : Camacho Cervantes@Autores adicionales : @Titulo : Fundaciones y asentamientos en Nuevo León, siglos XVIII y XIX. Cuatro villas en el Norte@en : @Vols : @Lugar : Zuazua@Año : 1991@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Hortencia Camacho Cervantes, Fundaciones y asentamientos en Nuevo León, siglos XVIII y XIX. Cuatro villas en el Norte (Zuazua 1991)@----;yes
Literatura; NN., Caminos de la isla de Cuba: Itinerarios, vol. 1 (La Habana 1865);718;caminos-cuba;Monografía;;NN.;;Caminos de la isla de Cuba: Itinerarios, vol. 1;;;La Habana;1865;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : caminos-cuba@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Caminos de la isla de Cuba: Itinerarios, vol. 1@en : @Vols : @Lugar : La Habana@Año : 1865@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa :  NN., Caminos de la isla de Cuba: Itinerarios, vol. 1 (La Habana 1865)@----;yes
Literatura;Fernando Campos, 'El corregimiento, después partido de Itata. 1600-1786-1818', en: Historia (Chile) 21 (1986), pp. 111-144;94;campos-fernando;Artículo;Fernando;Campos;;El corregimiento, después partido de Itata. 1600-1786-1818;Historia (Chile) 21;;;1986;;;;;;matched;1600-1786-1818;---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : campos-fernando@Nombre : Fernando@Apellido : Campos@Autores adicionales : @Titulo : El corregimiento, después partido de Itata. 1600-1786-1818@en : Historia (Chile) 21@Vols : @Lugar : @Año : 1986@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Fernando Campos, 'El corregimiento, después partido de Itata. 1600-1786-1818', en: Historia (Chile) 21 (1986), pp. 111-144@----;yes
Online; Caniu (pseud.), 'Los fuertes de la línea oeste de San Luis con los indios del Sur - La antigua frontera de San Luis', en: http://biblioteca.sanluis.gov.ar/%5CPublicaciones%5CLa%20Antigua%20Frontera%20de%20San%20Luis.pdf;95;caniu;Online;;Caniu (pseud.);;Los fuertes de la línea oeste de San Luis con los indios del Sur - La antigua frontera de San Luis;;;;;;;;http://biblioteca.sanluis.gov.ar/%5CPublicaciones%5CLa%20Antigua%20Frontera%20de%20San%20Luis.pdf;;;;---- dataentry fuente ----@tipo-publicacion : Online@FuenteID : caniu@Nombre : @Apellido : Caniu (pseud.)@Autores adicionales : @Titulo : Los fuertes de la línea oeste de San Luis con los indios del Sur - La antigua frontera de San Luis@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : http://biblioteca.sanluis.gov.ar/%5CPublicaciones%5CLa%20Antigua%20Frontera%20de%20San%20Luis.pdf@Cita completa :  Caniu (pseud.), 'Los fuertes de la línea oeste de San Luis con los indios del Sur - La antigua frontera de San Luis', en: http://biblioteca.sanluis.gov.ar/%5CPublicaciones%5CLa%20Antigua%20Frontera%20de%20San%20Luis.pdf@----;yes
Literatura;Angela Cano Sánchez/Elena Mampel González, Crónicas del descubrimiento de la Alta California, 1769 (Barcelona 1984);96;cano-mampel;Monografía;Angela;Cano Sánchez;Elena Mampel González;Crónicas del descubrimiento de la Alta California, 1769;;;Barcelona;1984;;;;;;;1769;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : cano-mampel@Nombre : Angela@Apellido : Cano Sánchez@Autores adicionales : Elena Mampel González@Titulo : Crónicas del descubrimiento de la Alta California, 1769@en : @Vols : @Lugar : Barcelona@Año : 1984@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Angela Cano Sánchez/Elena Mampel González, Crónicas del descubrimiento de la Alta California, 1769 (Barcelona 1984)@----;yes
Literatura;Maria Elena GALAVIZ DE CAPDEVIELLE, 'DESCRIPCIÓN Y PACIFICACIÓN DE LA SIERRA GORDA', en: Estudios novohispanos 4 (1971), pp. 1-37;610;capdevielle;Artículo;Maria Elena;GALAVIZ DE CAPDEVIELLE;;DESCRIPCIÓN Y PACIFICACIÓN DE LA SIERRA GORDA;Estudios novohispanos 4;;;1971;;;;http://www.ejournal.unam.mx/ehn/ehn04/EHN00406.pdf;;matched;;---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : capdevielle@Nombre : Maria Elena@Apellido : GALAVIZ DE CAPDEVIELLE@Autores adicionales : @Titulo : DESCRIPCIÓN Y PACIFICACIÓN DE LA SIERRA GORDA@en : Estudios novohispanos 4@Vols : @Lugar : @Año : 1971@Original : @Vols : @Archivo : @Signatura : @URL : http://www.ejournal.unam.mx/ehn/ehn04/EHN00406.pdf@Cita completa : Maria Elena GALAVIZ DE CAPDEVIELLE, 'DESCRIPCIÓN Y PACIFICACIÓN DE LA SIERRA GORDA', en: Estudios novohispanos 4 (1971), pp. 1-37@----;yes
