REG;gz_id;InstID;Label;Tipo;Cardinalidad;Rango;Lugar;START_;START_ex;END_;END_ex;Nota;Fuente;Orden;Superior;Principal;Domain
PER;6000003;Caja_Trujillo_PER;Caja real de Trujillo;Caja real;Principal;2;Trujillo;1601;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
PER;6001177;Caja_Vico_y_Pasco_PER;Caja real de Vico y Pasco;Caja real;Principal;2;Vico y Pasco;1670;;9999;;Morales Padrón: 1722, pero hay cuentas anteriores;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
QUI;5600002;Caja_Cuenca_QUI;Caja real de Cuenca;Caja real;Principal;2;Cuenca;1722;;9999;;Morales Padrón:  siglo XVI!;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
QUI;5600003;Caja_Guayaquil_QUI;Caja real de Guayaquil;Caja real;Principal;2;Guayaquil;1600;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
QUI;5600004;Caja_Jaen_QUI;Caja real de Jaen;Caja real;Principal;2;Jaen;1111;;1111;;Morales Padrón: siglo XVI;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
QUI;5600004;Caja_Jaen_QUI;Caja real de Jaén;Caja real;Principal;2;Jaén;1762;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
QUI;5600012;Caja_Loja_QUI;Caja real de Loja;Caja real;Principal;2;Loja;1111;;1111;;Morales Padrón: siglo XVI;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
QUI;5600028;Caja_Puerto_Viejo_QUI;Caja real de Puerto Viejo;Caja real;Principal;2;Puerto Viejo;1622;;1636;;Morales Padrón:  siglo XVI!;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
QUI;5600001;Caja_Quito_QUI;Caja real de Quito;Caja real;Principal;2;Quito;1549;;1775;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
QUI;5600148;Caja_Yaguarzongo_QUI;Caja real de Yaguarzongo;Caja real;Principal;2;Yaguarzongo;1111;;1111;;Morales Padrón: siglo XVI;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
QUI;5600149;Caja_Zamora_QUI;Caja real de Zamora;Caja real;Principal;2;Zamora;1111;;1111;;Morales Padrón: siglo XVI;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
RPL;9000001;Caja_Buenos_Aires_RPL;Caja real de Buenos Aires;Caja real;Principal;2;Buenos Aires;1634;;1767;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
RPL;9000018;Caja_Catamarca_RPL;Caja real de Catamarca;Caja real;Principal;2;Catamarca;1760;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
RPL;9000002;Caja_Córdoba_RPL;Caja real de Córdoba;Caja real;Principal;2;Córdoba;1783;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
RPL;9000022;Caja_Corrientes_RPL;Caja real de Corrientes;Caja real;Principal;2;Corrientes;1771;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
RPL;9000019;Caja_Jujuy_RPL;Caja real de Jujuy;Caja real;Principal;2;Jujuy;1630;;1782;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
RPL;9000014;Caja_La_Rioja_RPL;Caja real de La Rioja;Caja real;Principal;2;La Rioja;1760;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
RPL;9000033;Caja_Maldonado_RPL;Caja real de Maldonado;Caja real;Principal;2;Maldonado;1786;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
RPL;9000013;Caja_Mendoza_RPL;Caja real de Mendoza;Caja real;Principal;2;Mendoza;1778;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
RPL;9000024;Caja_Montevideo_RPL;Caja real de Montevideo;Caja real;Principal;2;Montevideo;1770;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
RPL;9000006;Caja_Paraguay_RPL;Caja real de Paraguay;Caja real;Principal;2;Paraguay;1111;;1111;;Morales Padrón: siglo XVI;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
RPL;9000006;Caja_Paraguay_RPL;Caja real de Paraguay;Caja real;Principal;2;Paraguay;1772;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
RPL;9000003;Caja_Salta_RPL;Caja real de Salta;Caja real;Principal;2;Salta;1783;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
RPL;9000015;Caja_San_Juan_RPL;Caja real de San Juan;Caja real;Principal;2;San Juan;1779;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
RPL;9000023;Caja_Santa_Fe_RPL;Caja real de Santa Fe;Caja real;Principal;2;Santa Fe;1771;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
RPL;9000017;Caja_Santiago_Estero_RPL;Caja real de Santiago Estero;Caja real;Principal;2;Santiago Estero;1760;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
RPL;9000004;Caja_Tucumán_RPL;Caja real de Tucumán;Caja real;Principal;2;Tucumán;1111;;1111;;Morales Padrón: siglo XVI y XVII;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
RPL;9000004;Caja_Tucumán_RPL;Caja real de Tucumán;Caja real;Principal;2;Tucumán;1760;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
SDO;3000013;Caja_Bayamo_SDO;Caja real de Bayamo;Caja real;Principal;2;Bayamo;1703;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
SDO;3000007;Caja_Florida_SDO;Caja real de Florida;Caja real;Principal;2;Florida;1565;;1757;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
EXT;3001002;Caja_Jamaica_SDO;Caja real de Jamaica;Caja real;Principal;2;Jamaica;1111;;1111;;Morales Padrón: siglo XVI;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
SDO;3000004;Caja_La_Habana_SDO;Caja real de La Habana;Caja real;Principal;2;La Habana;1559;;1637;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
SDO;3000011;Caja_Matanzas_SDO;Caja real de Matanzas;Caja real;Principal;2;Matanzas;1743;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
SDO;3000006;Caja_Nueva_Orleans_SDO;Caja real de Nueva Orleans;Caja real;Principal;2;Nueva Orleans;1111;;1111;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
SDO;3000023;Caja_Pensacola_SDO;Caja real de Pensacola;Caja real;Principal;2;Pensacola;1111;;1111;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
SDO;3000002;Caja_Puerto_Principe_SDO;Caja real de Puerto Principe;Caja real;Principal;2;Puerto Principe;1708;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
SDO;3000018;Caja_San_Juan_de_los_Remedios_SDO;Caja real de San Juan de los Remedios;Caja real;Principal;2;San Juan de los Remedios;1743;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
SDO;3000003;Caja_San_Juan_de_Puerto_Rico_SDO;Caja real de San Juan de Puerto Rico;Caja real;Principal;2;San Juan de Puerto Rico;1510;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
SDO;3000017;Caja_Sancti_Spiritus_SDO;Caja real de Sancti Spiritus;Caja real;Principal;2;Sancti Spiritus;1704;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
SDO;3000019;Caja_Santa_Clara_SDO;Caja real de Santa Clara;Caja real;Principal;2;Santa Clara;1743;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
SDO;3000005;Caja_Santiago_de_Cuba_SDO;Caja real de Santiago de Cuba;Caja real;Principal;2;Santiago de Cuba;1529;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
SDO;3000001;Caja_Santo_Domingo_SDO;Caja real de Santo Domingo;Caja real;Principal;2;Santo Domingo;1520;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
SDO;3000010;Caja_Trinidad_de_Cuba_SDO;Caja real de Trinidad de Cuba;Caja real;Principal;2;Trinidad de Cuba;1111;;1111;;Morales Padrón: sin fechas.;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
VEN;4000014;Caja_Barquisimeto_VEN;Caja real de Barquisimeto;Caja real;Principal;2;Barquisimeto;1671;;1701;;Morales Padrón:  siglo XVI!;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
VEN;4000001;Caja_Caracas_VEN;Caja real de Caracas;Caja real;Principal;2;Caracas;1529;;1776;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
VEN;4000016;Caja_Carora_VEN;Caja real de Carora;Caja real;Principal;2;Carora;1674;;1696;;Morales Padrón:  siglo XVI!;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
VEN;4000002;Caja_Coro_VEN;Caja real de Coro;Caja real;Principal;2;Coro;1672;;1701;;Morales Padrón:  siglo XVI!;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
VEN;4000005;Caja_Cumaná_VEN;Caja real de Cumaná;Caja real;Principal;2;Cumaná;1583;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
VEN;4000018;Caja_Guanare_VEN;Caja real de Guanare;Caja real;Principal;2;Guanare;1672;;1689;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
VEN;4000006;Caja_isla_Margarita_VEN;Caja real de isla Margarita;Caja real;Principal;2;isla Margarita;1580;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
VEN;4000004;Caja_isla_Trinidad_VEN;Caja real de isla Trinidad;Caja real;Principal;2;isla Trinidad;1660;;1796;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
VEN;4000010;Caja_La_Guaira_VEN;Caja real de La Guaira;Caja real;Principal;2;La Guaira;1675;;1744;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
VEN;4000009;Caja_La_Guayana_VEN;Caja real de La Guayana;Caja real;Principal;2;La Guayana;1624;;1111;;Morales Padrón:  siglo XVI!;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
VEN;4000007;Caja_Maracaibo_VEN;Caja real de Maracaibo;Caja real;Principal;2;Maracaibo;1680;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
VEN;4000019;Caja_Nirgua_VEN;Caja real de Nirgua;Caja real;Principal;2;Nirgua;1675;;1701;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
VEN;4000009;Caja_Orinoco_VEN;Caja real de Orinoco;Caja real;Principal;2;Orinoco;1754;;1777;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
VEN;4000023;Caja_San_Sebastián_de_los_Reyes_VEN;Caja real de San Sebastián de los Reyes;Caja real;Principal;2;San Sebastián de los Reyes;1673;;1696;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
VEN;4000463;Caja_Trujillo_VEN;Caja real de Trujillo;Caja real;Principal;2;Trujillo;1111;;1111;;Morales Padrón:  siglo XVI!;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
VEN;4000003;Caja_Tucuyo_VEN;Caja real de Tucuyo;Caja real;Principal;2;Tucuyo;1671;;1700;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
VEN;4000024;Caja_Valencia_VEN;Caja real de Valencia;Caja real;Principal;2;Valencia;1672;;1702;;Morales Padrón:  siglo XVI!;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
NGR;5000046;Caja_Cáceres_NGR;Caja real de Cáceres;Caja real;Principal;2;Cáceres;1605;;1679;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
NGR;5000003;Caja_Antioquia_NGR;Caja real de Antioquia;Caja real;Principal;2;Antioquia;1595;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
NGR;5000004;Caja_Cartagena_NGR;Caja real de Cartagena;Caja real;Principal;2;Cartagena;1533;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
NGR;5600037;Caja_Cartago_NGR;Caja real de Cartago;Caja real;Principal;2;Cartago;1606;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
NGR;5000029;Caja_Honda_NGR;Caja real de Honda;Caja real;Principal;2;Honda;1694;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
NGR;5000024;Caja_Mompox_NGR;Caja real de Mompox;Caja real;Principal;2;Mompox;1619;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
NGR;5000056;Caja_Novitá_NGR;Caja real de Novitá;Caja real;Principal;2;Novitá;1725;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
NGR;5000039;Caja_Ocaña_NGR;Caja real de Ocaña;Caja real;Principal;2;Ocaña;1754;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
NGR;5000002;Caja_Panamá_NGR;Caja real de Panamá;Caja real;Principal;2;Panamá;1514;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
NGR;5000005;Caja_Portobelo_NGR;Caja real de Portobelo;Caja real;Principal;2;Portobelo;1597;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
NGR;5000020;Caja_Remedios_NGR;Caja real de Remedios;Caja real;Principal;2;Remedios;1601;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
NGR;5000012;Caja_Riohacha_NGR;Caja real de Riohacha;Caja real;Principal;2;Riohacha;1529;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
NGR;5000001;Caja_Santa_Fe_de_Bogota_NGR;Caja real de Santa Fe de Bogota;Caja real;Principal;2;Santa Fe de Bogota;1570;;1604;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
NGR;5000011;Caja_Santa_Marta_NGR;Caja real de Santa Marta;Caja real;Principal;2;Santa Marta;1565;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
NGR;5000006;Caja_Zitara_NGR;Caja real de Zitara;Caja real;Principal;2;Zitara;1693;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
QUI;5600005;Caja_Popayán_QUI;Caja real de Popayán;Caja real;Principal;2;Popayán;1551;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas
NGR;5600036;Caja_Anserma_NGR;Caja Real de Anserma;Caja Real;Subalterna;3;Anserma;1659;;9999;;;Durán y Díaz, Joaquín: Estado General de todo el Virreinato de Santafe de Bogotá en el presente año de 1794 (Bogotá 2012);;;;Cajas
NGR;5000155;Caja_Ayapel_NGR;Caja Real de Ayapel;Caja Real;Subalterna;3;Ayapel;1778;;9999;;;Durán y Díaz, Joaquín: Estado General de todo el Virreinato de Santafe de Bogotá en el presente año de 1794 (Bogotá 2012);;;;Cajas
NGR;5000218;Caja_Bodegas_de_Honda_NGR;Caja Real de Bodegas de Honda;Caja Real;Subalterna;3;Bodegas de Honda;1793;;9999;;;Durán y Díaz, Joaquín: Estado General de todo el Virreinato de Santafe de Bogotá en el presente año de 1794 (Bogotá 2012);;;;Cajas
QUI;5600032;Caja_Buga_NGR;Caja Real de Buga;Caja Real;Subalterna;3;Buga;1793;;9999;;;Durán y Díaz, Joaquín: Estado General de todo el Virreinato de Santafe de Bogotá en el presente año de 1794 (Bogotá 2012);;;;Cajas
NGR;5000046;Caja_Cáceres_NGR;Caja Real de Cáceres;Caja Real;Subalterna;3;Cáceres;1777;;9999;;Existió en 1793 (Fuente:Estado_1794).;Durán y Díaz, Joaquín: Estado General de todo el Virreinato de Santafe de Bogotá en el presente año de 1794 (Bogotá 2012);;;;Cajas
QUI;5600033;Caja_Calí_NGR;Caja Real de Calí;Caja Real;Subalterna;3;Calí;1778;;9999;;;Durán y Díaz, Joaquín: Estado General de todo el Virreinato de Santafe de Bogotá en el presente año de 1794 (Bogotá 2012);;;;Cajas
NGR;5000095;Caja_Cancán_NGR;Caja Real de Cancán;Caja Real;Subalterna;3;Cancán;1793;;9999;;;Durán y Díaz, Joaquín: Estado General de todo el Virreinato de Santafe de Bogotá en el presente año de 1794 (Bogotá 2012);;;;Cajas
